title,publication_date,author,url,primary_topic,primary_category,teaser,market_items
How to Create a Dark Futuristic City in Adobe Photoshop,25 May 2017,Marie Gardiner,https://photography.tutsplus.com/tutorials/how-to-create-a-futuristic-city-in-adobe-photoshop--cms-28840,Photo & Video,,"I don’t know about you, but here at Tuts+ we are very excited for Blade Runner 2049, so we thought we’d tip our hat to the futuristic dystopia and show you...",19671083
How to Create a Colorful Salad Plate in Adobe Illustrator,26 May 2017,Diana Toma,https://design.tutsplus.com/tutorials/how-to-create-a-colorful-salad-plate-in-adobe-illustrator--cms-28800,Design & Illustration,,"Follow this tutorial and learn how to draw a fresh and colorful salad on a plate in vector form. ",
4 Useful Things You Can Do With the Touch Bar,26 May 2017,Harry Guinness,https://computers.tutsplus.com/tutorials/4-useful-things-you-can-do-with-the-touch-bar--cms-28900,Computer Skills,,"The Touch Bar got a lot of bad press when it came out but now that developers have had some time, it's actually quite useful. Here are four ways to use it.",
"I Turn Knobs, Until It Sounds Good—Mixing With Tchad Blake",25 May 2017,Adam Burucs,https://music.tutsplus.com/articles/i-turn-knobs-until-it-sounds-good-mixing-with-tchad-blake--cms-28866,Music & Audio,,"In this article I'll introduce you to a famous Grammy winning mixing engineer. I'll explain his background, techniques, plugins and philosophy on mixing.",
How to Create a Color Dust Action in Adobe Photoshop,25 May 2017,Indranil Saha,https://design.tutsplus.com/tutorials/how-to-create-a-colour-dust-action-in-adobe-photoshop--cms-28596,Design & Illustration,,"In this tutorial, I'll show you how to create a color dust explosion effect from any photo in Adobe Photoshop and automate everything in a one-click action.","2592636,18711236,19488613"
"Dynamic Page Templates in WordPress, Part 2",25 May 2017,David Gwyer,https://code.tutsplus.com/tutorials/dynamic-page-templates-in-wordpress-part-2--cms-28393,Code,,"In part 2 we take a closer look at what dynamic page templates are, and demonstrate step-by-step how to build a general purpose dynamic page template as a...",
How to Add Slicers to Pivot Tables in Excel in 60 Seconds,25 May 2017,Andrew Childress,https://business.tutsplus.com/tutorials/how-to-add-slicers-to-pivot-tables-in-excel--cms-28742,Business,,Slicers make it easy to change views inside of pivot tables. Learn how to add slicers to Excel pivot tables fast and control your unique spreadsheet views.,
Extending HTML by Creating Custom Tags,26 May 2017,John Negoita,http://code.tutsplus.com/tutorials/extending-the-html-by-creating-custom-tags--cms-28622,Code,,"The Hypertext Markup Language, most commonly known as HTML, contains over 100 tags in its syntax. Have you ever wondered if and how you can create your own...",6351274
How to Handle Exceptions in Elixir,25 May 2017,Tom Whitbread,https://code.tutsplus.com/articles/how-to-handle-exceptions-in-elixir--cms-28634,Code,,"Utilize the exception types of Elixir, make your own custom errors, add explicit conditions over your applications control flow, and ensure all possible...",
Rigging of Hulk: Part 3,26 May 2017,Soni Kumari,https://cgi.tutsplus.com/tutorials/rigging-of-hulk-part-3--cms-28456,3D & Motion Graphics,,"In this part of the tutorial series, I'll show you how to create inverse leg joints and their custom controls.",
New Course: Designing Game UI Assets in Adobe Illustrator,24 May 2017,Andrew Blackman,https://design.tutsplus.com/articles/new-course-designing-game-ui-assets-in-adobe-illustrator--cms-28877,Design & Illustration,,"In our new course, Designing Game UI Assets in Adobe Illustrator, you'll learn how to design beautiful user interface (UI) elements for your video-game...",
How to Install the Elixir Runtime,24 May 2017,Tom Whitbread,https://code.tutsplus.com/tutorials/how-to-install-the-elixir-runtime--cms-28679,Code,,Get up and running with Elixir and start meta-programming in Erlang with this easy-to-follow instructional guide.,
How to Collaborate With Non-Designers,24 May 2017,Joanna Ngai,https://webdesign.tutsplus.com/articles/how-to-collaborate-with-non-designers--cms-28790,Web Design,,As the modern day workplace is gradually becoming more distributed and global environment – collaboration across time zones and cultures becomes more...,
"Dynamic Page Templates in WordPress, Part 1",24 May 2017,David Gwyer,https://code.tutsplus.com/tutorials/dynamic-page-templates-in-wordpress-1--cms-28366,Code,,"In this three-part tutorial series, you'll learn how to extend the default behavior of WordPress page templates and make them more flexible by adding custom...",
How to Create a 3D Text Effect Action: Photoshop in 60 Seconds,24 May 2017,Melody Nieves,https://design.tutsplus.com/articles/how-to-create-a-3d-text-effect-action-photoshop-in-60-seconds--cms-28676,Design & Illustration,,"Love 3D text? In this quick video, instructor Melody Nieves will show you how to create a Photoshop action for an awesome 3D text effect.","159181,531941,781836"
"How to Draw a Skull in Profile, Step by Step",24 May 2017,Monika Zagrobelna,https://design.tutsplus.com/tutorials/how-to-draw-a-skull-step-by-step--cms-28750,Design & Illustration,,"In this tutorial I will show you how to draw a human skull from scratch, step by step. I will explain every little detail of the drawing, and the perspective...",
How to Create Multiple Streams of Passive Income,24 May 2017,Harry Guinness,https://business.tutsplus.com/tutorials/create-multiple-passive-income-streams--cms-28861,Business,,"It's difficult to make a lot of money with one passive income project. The bigger things get, the more hands on time they tend to need. However, with...",
"Confused About ""em"" and ""rem""? Try Our New Course",23 May 2017,Andrew Blackman,https://webdesign.tutsplus.com/articles/confused-about-em-and-rem-try-our-new-course--cms-28878,Web Design,,"If you're not sure whether to use em or rem units in your web design projects, our new course is for you. A Visual Guide to “em” and “rem” Units will explain...",
How to Keep a Mac Efficient and Well Maintained—Part 3,23 May 2017,Rahul Saigal,https://computers.tutsplus.com/tutorials/how-to-keep-a-mac-efficient-and-well-maintained-part-3--cms-28777,Computer Skills,,"Like all machines, Macs need periodic maintenance. In this tutorial I'll guide you through some maintenance steps to keep your Mac working efficiently.",
"Video Color Correction, What Is That?",24 May 2017,David Bode,https://photography.tutsplus.com/articles/what-is-color-correction-for-video--cms-27961,Photo & Video,,"Color correction is a specific process, and in this short video tutorial from my course, Automatic Color Correction With DaVinci Resolve, you will find out...",165589
How to Create a 3D Colorful Illuminated Text Effect in Adobe Photoshop,23 May 2017,Rose,https://design.tutsplus.com/tutorials/3d-colorful-illuminating-text-effect--cms-28729,Design & Illustration,,A very easy and useful tip to create colorful illuminated letters using Photoshop's 3D material settings,
How to Create a Set of Veil and Hijab Avatars in Adobe Illustrator,25 May 2017,Miss ChatZ,https://design.tutsplus.com/tutorials/how-to-create-a-set-of-veil-and-hijab-avatars-in-adobe-illustrator--cms-28482,Design & Illustration,,"In this tutorial we’ll use simple tools and shortcuts to create a set of the most popular types of veils/hijab worn by women in the Middle East.
",
Working With MeSH Files in Python: Linking Terms and Numbers,23 May 2017,Abder-Rahman Ali,https://code.tutsplus.com/tutorials/working-with-mesh-files-in-python-linking-terms-and-numbers--cms-28587,Code,,"The tutorial shows how we can use different aspects of Python (i.e. dictionaries, lists, and regular expressions) together to solve different issues. It also...",
How to Create a Spring Meadow in Adobe Illustrator,23 May 2017,Vladimir Galantsev,https://design.tutsplus.com/tutorials/how-to-create-a-spring-meadow-in-adobe-illustrator--cms-28607,Design & Illustration,,Learn how to use the Mesh Tool and Transparency settings to create a vector spring background with a fence!,17872497
Building Your Startup: Securing an API,22 May 2017,Jeff Reifman,https://code.tutsplus.com/tutorials/building-your-startup-securing-an-api--cms-27867,Code,,"Building and customizing REST APIs is simple, but securing the usage of your secret application keys and verifying the authenticity of requests requires...",
How to Create an Illustration of a Boy on a Scooter in Adobe Illustrator,22 May 2017,Nataliya Dolotko,https://design.tutsplus.com/tutorials/how-to-create-a-boy-on-a-scooter-illustration-in-adobe-illustrator--cms-28688,Design & Illustration,,"Try this adorable illustration for beginners, inspired by the movie Roman Holiday. The illustration of a boy on a scooter is based on basic shapes.",
Get Started With Ionic Services: Auth,22 May 2017,Wern Ancheta,https://code.tutsplus.com/tutorials/get-started-with-ionic-services-auth--cms-28705,Code,,"Ionic Auth allows us to implement authentication in an Ionic app without writing a single line of back-end code. In this tutorial, you're going to learn how...",
How to Create a Paint Splatter Photo Effect (With a Photoshop Action),23 May 2017,Melody Nieves,https://photography.tutsplus.com/articles/how-to-create-a-paint-splatter-effect--cms-28686,Photo & Video,,Learn how to create an awesome paint splatter photo effect using a Photoshop action from Envato Elements in this quick video.,
New Course: Add MailChimp Signup to Your WordPress Site,22 May 2017,Andrew Blackman,https://code.tutsplus.com/articles/new-course-add-mailchimp-signup-to-your-wordpress-site--cms-28875,Code,,"MailChimp makes it easy to send email to users of your WordPress site. In this ten-minute Coffee Break Course, Rachel McCollin will show you how easy it is...",
How to Choose the Best Products to Sell Online in 2017,23 May 2017,Tracey Wallace,https://business.tutsplus.com/tutorials/best-products-to-sell-online--cms-28817,Business,,"What are the best products to sell online in 2017? In this guide, we help you focus your aim, choose a popular product niche, and tap into current trends.",
BigCommerce Review (2017): What is BigCommerce and Why Use it?,22 May 2017,Brenda Barron,https://business.tutsplus.com/articles/bigcommerce-review--cms-28818,Business,,"Starting up a new online store? Be sure to choose the best platform. In this BigCommerce review, learn what this all-in-one eCommerce platform has to offer.",17214913
SpriteKit Basics: Sprites,23 May 2017,James Tyner,https://code.tutsplus.com/tutorials/spritekit-basics-sprites--cms-28816,Code,,"In this series, we're learning how to use SpriteKit to build 2D games for iOS. In this post, we'll continue our exploration of SpriteKit nodes, and learn...",
How to be an Online Session Musician: Part 2,22 May 2017,Philip Ockelford,https://music.tutsplus.com/tutorials/how-to-be-an-online-session-musician-part-2--cms-28876,Music & Audio,,"Instrumental skill isn't enough. In this, the second tutorial in the series, I'll show you the practical requirements such as the hardware you'll need to be...",
How to Create a Vintage Music Festival Flyer in Adobe InDesign,23 May 2017,Grace Fussell,https://design.tutsplus.com/tutorials/create-a-vintage-festival-flyer-in-adobe-indesign--cms-28821,Design & Illustration,,"Summer is here, and festival season is in full swing. If you’re promoting a festival event this year, you can give your publicity a vintage twist with this...","10814369,15144111"
"If it Sounds Good, it is Good",19 May 2017,Adam Burucs,https://music.tutsplus.com/articles/what-does-the-mixing-quote-mean-if-it-sounds-good-it-is-good--cms-28847,Music & Audio,,"""If it Sounds Good, it is Good"", the Mixing Quote Explained. In this tutorial, I'll reveal the people behind the saying, the meaning and the practical side...",
Advanced Photo Manipulation Techniques: Filters and Adjustments,20 May 2017,Melody Nieves,https://design.tutsplus.com/tutorials/advanced-photo-manipulation-techniques-filters-and-adjustments--cms-28783,Design & Illustration,,"This is last video in our seven-part video series on Advanced Photo Manipulation Techniques. In this lesson, you'll learn how to finalize the photo...",
The Must-Have Adobe Photoshop Assets for Designers and Digital Artists,22 May 2017,Mary Winkler,https://design.tutsplus.com/articles/the-must-have-adobe-photoshop-assets-for-designers-and-digital-artists--cms-26353,Design & Illustration,,There are so many tools and assets designers and artists can add to their virtual toolbox that it's hard to know where to begin! Stop the guessing game and...,"56862,141204,2476826,3001694,3594633,3960409,4028430,5108077,6058111,6627588,6747588,8163995,9277291,9893421,9905934,10434488,11171437,11197891,11199799,11477715,11510729,11981971,12009813,12190875,12251586,12617327,12821635,12900154,12937488,13453479,13543495,13613955,14344277,15537543,15707350"
How to Create a Nintendo Switch in Adobe Illustrator,19 May 2017,Hector Heredia,https://design.tutsplus.com/tutorials/how-to-create-a-nintendo-switch-in-adobe-illustrator--cms-28508,Design & Illustration,,In this tutorial we're going to create a funny Nintendo Switch with basic shapes in Adobe Illustrator.,
How to Manage Currency and Exchange Rate Risk (For Small Business),20 May 2017,Andrew Blackman,https://business.tutsplus.com/tutorials/manage-currency-and-exchange-rate-risk--cms-28846,Business,,"In this tutorial, you’ll learn how to manage your small business's currency and exchange rate risk. First, we’ll define a few terms and get clear on what...",13022785
How to Store and Handle Old Photos Without Damaging Them,21 May 2017,Marie Gardiner,https://photography.tutsplus.com/tutorials/how-to-handle-vintage-photos-without-damaging-them--cms-28497,Photo & Video,,"Printed photographs can be very fragile, and if you're not careful, your actions might inadvertently make them deteriorate more quickly. So in this video...",
New Short Course: Lightweight Carousels With Siema,19 May 2017,Andrew Blackman,https://webdesign.tutsplus.com/articles/new-short-course-lightweight-carousels-with-siema--cms-28856,Web Design,,"Siema is a lightweight JavaScript library for making animated carousels. In our new course, you'll learn how to put together basic carousels, as well as how...",
Advanced Photo Manipulation Techniques: Blending and Lightning Effects,19 May 2017,Melody Nieves,https://design.tutsplus.com/tutorials/advanced-photo-manipulation-techniques-blending-and-lightning-effects--cms-28772,Design & Illustration,,"This is part six of our seven-part video series on Advanced Photo Manipulation Techniques. In this lesson, we'll learn how to blend our subject before...",
10 Top Reasons Why Your Website Needs a Redesign Now,19 May 2017,Celine Roque,https://business.tutsplus.com/tutorials/redesign-your-website--cms-28810,Business,,"How can you tell if it's time to do a full website redesign, or if a simple website update is enough? This comprehensive checklist will help you decide.","2833226,13759241"
How to Use CSS Variables for Animation,22 May 2017,Dennis Gaebel,https://webdesign.tutsplus.com/tutorials/how-to-use-css-variables-for-animation--cms-28868,Web Design,,"Not only are CSS variables a real and tangible option for developers, they can also be used in animation scenarios. Still skeptical? Follow along to find out...",
"Envato Tuts+ Community Challenge: Created by You, May 2017",19 May 2017,Melody Nieves,http://design.tutsplus.com/articles/created-by-you-may-2017--cms-28666,Design & Illustration,,"Welcome to our monthly feature of fantastic tutorial results created by you, the Envato Tuts+ community! This is an assortment of comment submissions found...",
How to Best Use Resume Action Words (+117 Powerful Verbs),21 May 2017,Charley Mendoza,https://business.tutsplus.com/articles/resume-action-words-and-powerful-verbs--cms-28829,Business,,"Learn how to best use action words and active voice on your resume. There's also a sizable, quick-reference list of powerful resume action verbs included.",7163408
Advanced Photo Manipulation Techniques: Creating Realistic Smoke Effects,18 May 2017,Melody Nieves,https://design.tutsplus.com/tutorials/advanced-photo-manipulation-techniques-creating-realistic-effects--cms-28771,Design & Illustration,,"This is part five of our seven-part video series on Advanced Photo Manipulation Techniques. In this lesson, learn how to add smoke embers and finalize the...",
Try Our Course on PHP Design Patterns With a Free Trial,17 May 2017,Andrew Blackman,https://code.tutsplus.com/articles/new-course-php-design-patterns--cms-28857,Code,,"In our comprehensive course, PHP Design Patterns, Envato Tuts+ instructor Jeremy McPeak will walk you through some of the most fundamental design patterns...",
How to Create Web Input Forms With Google Sheets,17 May 2017,Andrew Childress,https://business.tutsplus.com/tutorials/how-to-create-web-input-forms-with-google-sheets--cms-28735,Business,,Build forms to capture feedback and survey results directly into Google Sheets—no programming skills required. Quickly collect results with spreadsheets.,
Quick Fixes for Rapid Image Correction in ON1 Photo 10,18 May 2017,Andrew Childress,https://photography.tutsplus.com/tutorials/quick-tips-for-rapid-image-correction-in-on1-photo-10--cms-28858,Photo & Video,,"ON1 Photo 10 sets itself apart with its unique, layers-based approach for styling images. But it also has some quick controls for rapid image correction....",
Securing iOS Data at Rest: Protecting the User's Data,19 May 2017,Collin Stuart,https://code.tutsplus.com/articles/securing-ios-data-at-rest-protecting-the-users-data--cms-28527,Code,,"This is the first of three articles on securing user data at rest. In this post, we'll start off with the basics of protecting data on iOS so you can learn...",
Swift Animation Basics,18 May 2017,Markus Mühlberger,https://code.tutsplus.com/tutorials/swift-animation-basics--cms-28859,Code,,"In this video tutorial from my course Go Further With Swift, you'll see how to start adding some animation to an app with Swift. We'll begin with...",
Quick Tip: Enumerations in Swift,17 May 2017,Bart Jacobs,https://code.tutsplus.com/tutorials/quick-tip-enumerations-in-swift--cms-23205,Code,,"Enumerations are a common design pattern in many programming languages. While you may be familiar with enumerations in C and Objective-C, Swift's...",
How to Use Android O's Autofill Framework,18 May 2017,Ashraff Hathibelagal,https://code.tutsplus.com/tutorials/how-to-use-android-os-autofill-framework--cms-28811,Code,,"Android O brings autofill functionality to Android apps. As an app developer, you can use the new Autofill Framework to create your own custom autofill...",
How to Design a Tropical Wedding Invite in Adobe InDesign,18 May 2017,Grace Fussell,https://design.tutsplus.com/tutorials/design-a-tropical-wedding-invite-in-adobe-indesign--cms-28520,Design & Illustration,,"If you or a friend are planning a destination wedding, these invites would be great for giving guests a tropical taster in advance of the big day. This...","1262099,9571702,10664119,13370726"
7 Tricks and Tips to Help You Become a ProcessWire Master,18 May 2017,Ben Byford,https://webdesign.tutsplus.com/tutorials/processwire-tricks-and-tips--cms-28613,Web Design,,"From admin tricks to modules, API and templating, here is a list of tips and tricks to help you become a ProcessWire master!
",
The Best Gmail Labs Features (To Improve Your Workflow Now),18 May 2017,Laura Spencer,https://business.tutsplus.com/tutorials/best-google-gmail-labs-features--cms-28815,Business,,"You use Gmail, but do you get the most from it? Do you know what is new in Gmail? Do you make use of Gmail's new features? Try Gmail Labs to get more.",19319854
How to Draw Bar Charts Using JavaScript and HTML5 Canvas,18 May 2017,John Negoita,https://code.tutsplus.com/tutorials/how-to-draw-bar-charts-using-javascript-and-html5-canvas--cms-28561,Code,,In this tutorial I will show you how to use JavaScript and the HTML5 canvas as a means to graphically display data by using bar charts.,"6351274,11637331"
Advanced Photo Manipulation Techniques: Adding Cracks and Smoke,17 May 2017,Melody Nieves,https://design.tutsplus.com/tutorials/advanced-photo-manipulation-techniques-adding-cracks-and-smoke--cms-28770,Design & Illustration,,"This is part four of our seven-part video series on Advanced Photo Manipulation Techniques. In this lesson, we'll learn how to add realistic cracks and smoke...",
How to Draw a Butterfly Step by Step,17 May 2017,Monika Zagrobelna,https://design.tutsplus.com/tutorials/how-to-draw-a-butterfly-step-by-step--cms-28682,Design & Illustration,,Drawing is easy when you can follow specific instructions step by step. In this tutorial you will draw a beautiful butterfly this way!,"946580,5800356,12091667"
41 Creative YouTube Banner Templates,16 May 2017,Melody Nieves,https://design.tutsplus.com/articles/41-creative-youtube-banner-templates--cms-28646,Design & Illustration,,Every YouTube star needs a professional banner that matches their awesome channel. Explore these 41 creative templates curated from GraphicRiver and Envato...,"5482218,5538769,6787403,6942474,7035601,7098199,7352458,7887412,8545274,8715386,8799252,9059558,9126889,9902154,10311415,11020402,11090920,11707732,12590102,12617560,12800648,12899818,12965317,13628313,14042995,14543730,14785485,15433790,16065465,16816858,17230478,17428954,17885361,19221611,19375038,19383380,19484490,19488172,19508636"
Documentary in Motion: Advanced Slider Action,17 May 2017,Slavik Boyechko,https://photography.tutsplus.com/tutorials/documentary-in-motion-sliders-advanced--cms-28294,Photo & Video,,"If you've already brought a slider along to your documentary shoot, you can achieve more creative motion with a few slider adjustments.",
What Is WP-CLI? A Beginner’s Guide,17 May 2017,David Gwyer,https://code.tutsplus.com/tutorials/what-is-wp-cli-a-beginners-guide--cms-28649,Code,,WP-CLI is a command line alternative to the WordPress admin interface. In this tutorial we'll cover how to install WP-CLI and use it to perform basic...,
SpriteKit Basics: Nodes,16 May 2017,James Tyner,https://code.tutsplus.com/tutorials/spritekit-basics-nodes--cms-28785,Code,,"SpriteKit is Apple's 2D game framework for iOS. In this post, we'll take a look at Nodes—the fundamental building block of SpriteKit.",
How to Create a Cute Cartoon Kitten in Adobe Illustrator,16 May 2017,Yulia Sokolova,https://design.tutsplus.com/tutorials/how-to-create-a-cute-cartoon-kitten-in-adobe-illustrator--cms-28695,Design & Illustration,,Ever wanted to illustrate a kid’s book or learn to design cute cartoon characters? This tutorial might be interesting for you! We’ll go through a fun and...,19809369
How to Start Selling Products Online Successfully (In 2017),16 May 2017,Tracey Wallace,https://business.tutsplus.com/tutorials/how-to-start-selling-products-online--cms-28812,Business,,Learn how to start selling products online with a successful strategy that's effective in 2017. This comprehensive guide gives you a clear path to follow.,
How to Insert a YouTube Video into Powerpoint in 60 Seconds,16 May 2017,Andrew Childress,https://business.tutsplus.com/tutorials/how-to-insert-a-youtube-video-into-powerpoint--cms-28740,Business,,"In Microsoft PowerPoint, you can add a YouTube video to really bring some variety to your presentation. Let's look at how to do that in just a few steps.",13231486
How to Create a Split-Screen Slider With JavaScript,16 May 2017,Adi Purdila,https://webdesign.tutsplus.com/tutorials/how-to-create-a-split-screen-slider-with-javascript--cms-28844,Web Design,,"In today’s video tutorial I’m going to show you how to create a “split-screen” element (or UI, whatever you prefer to call it) using JavaScript. Inspiration...",
Understanding Particles and Dynamics in Maya—Part 8,17 May 2017,Uriel Deveaud,http://cgi.tutsplus.com/tutorials/understanding-particles-and-dynamics-in-maya-part-8--cms-28727,3D & Motion Graphics,,"In this part of the tutorial series, I'll show you two different ways to shatter objects in Maya.",4975848
How to Zip and Unzip Files in CodeIgniter,16 May 2017,Sajal Soni,https://code.tutsplus.com/tutorials/how-to-zip-and-unzip-files-in-codeigniter--cms-28600,Code,,CodeIgniter is one of the popular frameworks among the plethora of PHP frameworks in the world of web development. It’s been continuously improved since its...,
Advanced Photo Manipulation Techniques: Working With Patterns,16 May 2017,Melody Nieves,https://design.tutsplus.com/tutorials/advanced-photo-manipulation-techniques-working-with-patterns--cms-28767,Design & Illustration,,"This is part three of our seven-part video series on Advanced Photo Manipulation Techniques. In this lesson, learn how to add the sky and rolling lava using...",
How to Create a Charcoal Drawing from a Photo (With a Photoshop Action),16 May 2017,Melody Nieves,https://photography.tutsplus.com/articles/how-to-create-a-charcoal-effect-using-a-photoshop-action--cms-28671,Photo & Video,,"In this quick video, instructor Melody Nieves will show you how to create a charcoal photo effect using a Photoshop action from Envato Elements.",
How To Record Vocals Like a Professional,15 May 2017,Scott Wiggins,https://music.tutsplus.com/tutorials/how-to-record-vocals-like-a-pro--cms-28848,Music & Audio,,In 99% of musical genres the vocals are the most important aspect. In this tutorial I'll explain some easy steps to take in order to capture a professional...,
Advanced Photo Manipulation Techniques: Document and Foreground Setup,15 May 2017,Melody Nieves,https://design.tutsplus.com/tutorials/advanced-photo-manipulation-techniques--cms-28766,Design & Illustration,,"This is part two of our seven-part video series on Advanced Photo Manipulation Techniques. In this lesson, learn how to set up the initial document and...",
The State of CSS Animation,15 May 2017,Dennis Gaebel,https://webdesign.tutsplus.com/tutorials/the-state-of-css-animations--cms-28764,Web Design,,"CSS has matured in many ways over the years, not least in terms of CSS animations. With each day that passes more and more developers are creating living,...",
Turn Your Google Docs Form Responses Into Beautiful Visualizations,15 May 2017,Melissa Murphy,https://business.tutsplus.com/tutorials/turn-your-google-docs-form-responses-into-beautiful-visualizations--cms-21520,Business,,"How to use Google Forms and Google Sheets together to collect survey data, then display these form responses visually as a results chart presentation. ",2303246
Good Timing: Find The Best Times of Day to Fly Your Drone,15 May 2017,Charles Yeager,https://photography.tutsplus.com/tutorials/the-best-time-to-fly-your-drone--cms-28360,Photo & Video,,In this lesson we are going to look at the best times during the day to get the most cinematic shots from your drone. We will also look at the differences...,
How to Create an 80s-Inspired Silver Text Effect in Adobe Photoshop,15 May 2017,Rose,https://design.tutsplus.com/tutorials/80s-inspired-silver-text-effect--cms-28615,Design & Illustration,,"Use Photoshop's layer styles and filters, along with actions, textures, and patterns, to create a retro 80s-inspired silver text effect.",5220739
How to Create a Chromebook Recovery USB Drive Using Chrome OS,15 May 2017,Johnny Winter,https://computers.tutsplus.com/tutorials/how-to-create-a-chromebook-recovery-usb-drive-using-chrome-os--cms-28842,Computer Skills,,"Chrome OS is a pretty stable operating system. Whilst you probably won't need it, it's better to be safe than sorry. In this tutorial I'll show you how to...",
How to Create a Modern Kitchen in Adobe Illustrator,15 May 2017,Andrei Stefan,https://design.tutsplus.com/tutorials/how-to-create-a-modern-kitchen-in-adobe-illustrator--cms-28654,Design & Illustration,,"In today’s tutorial, we’re going to put our interior designer hats on and create ourselves a nice little modern kitchen using nothing but the easiest and...",
"Programming With Yii2: Building Community With Voting, Comments, and Sharing",15 May 2017,Jeff Reifman,https://code.tutsplus.com/tutorials/programming-with-yii-building-community-with-voting-comments-and-sharing--cms-27798,Code,,"Learn how to build your own social platform with Yii integrating plugins to support Disqus comments, up and down voting, and Twitter and Facebook sharing.",
Tips and Tricks for Augmented Reality With Unity and Vuforia,15 May 2017,Tin Megali,https://gamedevelopment.tutsplus.com/tutorials/vuforia-tips-and-tricks-on-unity--cms-28744,Game Development,,"In this post, I'll show you some cool features of Vuforia that make it possible to create engaging Augmented Reality apps. We'll take a look at Cube and...",
Advanced Photo Manipulation Techniques: Introduction,14 May 2017,Melody Nieves,https://design.tutsplus.com/tutorials/advanced-photo-manipulation-techniques--cms-28765,Design & Illustration,,"Welcome to Advanced Photo Manipulation Techniques, a seven-part video series to help you master photo manipulation techniques in Adobe Photoshop.",
How to Work With Session Data in CodeIgniter,12 May 2017,Sajal Soni,https://code.tutsplus.com/tutorials/how-to-work-with-session-data-in-codeigniter--cms-28658,Code,,This article explains the basics of session handling in the CodeIgniter framework. CodeIgniter comes with a built-in session library that acts as a wrapper...,
International Artist Feature: Finland,12 May 2017,Melody Nieves,https://design.tutsplus.com/articles/international-artist-feature-finland--cms-28710,Design & Illustration,,"For this article in the international artist series, we turn to Finland, featuring six artists who create fantastic work, from beautiful nature illustrations...",
How to Freeze Panes and Rows in Excel in 60 Seconds,11 May 2017,Andrew Childress,https://business.tutsplus.com/tutorials/how-to-freeze-panes-and-rows-in-excel--cms-28741,Business,,"With large Excel spreadsheets, it helps to freeze a row or column so that it's always in a view. Discover how to quickly freeze panes in Microsoft Excel. ",
How to Create an Isometric Pixel Art Room in Adobe Photoshop,12 May 2017,Pavlo Manachyn,https://design.tutsplus.com/tutorials/how-to-create-an-isometric-pixel-art-room-in-adobe-photoshop--cms-28573,Design & Illustration,,Create your own home! In this tutorial I will show you how to create an isometric pixel art room.,
Photoshop in 60 Seconds: How to Create a Vibrant Duotone Action,11 May 2017,Melody Nieves,https://design.tutsplus.com/articles/photoshop-in-60-seconds-how-to-create-a-duotone-action--cms-28610,Design & Illustration,,"In this quick video, instructor Melody Nieves will show you how to create a simple duotone Photoshop action using the Gradient Map.",19230377
How to Create a Mid-Century Style Pattern in Adobe Illustrator,11 May 2017,Ivan Petrusevski,https://design.tutsplus.com/tutorials/how-to-create-a-mid-century-style-pattern-in-adobe-illustrator--cms-28640,Design & Illustration,,"The retro style is back and here to stay! We can feel its presence through handmade fonts, pastels, a limited color palette, and of course, simple shapes....",
"Updated Primer for Creating Isometric Worlds, Part 2",12 May 2017,Juwal Bose,https://gamedevelopment.tutsplus.com/tutorials/updated-primer-for-creating-isometric-worlds-continued--cms-28503,Game Development,,"This is the second part of the tutorial series focused on advanced topics related to isometric world creation. We will learn isometric pickups, isometric...",
"An Updated Primer for Creating Isometric Worlds, Part 1",11 May 2017,Juwal Bose,https://gamedevelopment.tutsplus.com/tutorials/creating-isometric-worlds-primer-for-game-developers-updated--cms-28392,Game Development,,This tutorial gives you a broad overview of what you need to know to create isometric worlds. You'll learn to create tile based 2D and Isometric levels from...,
50 Free Black and White Photoshop Actions (and How to Make Your Own),13 May 2017,Envato Elements,https://photography.tutsplus.com/articles/50-free-black-and-white-photoshop-presets--cms-28699,Photo & Video,,"Everyone loves a freebie, so we’ve made a roundup of 50 of the best black and white Adobe Photoshop actions available for free.",
12 Best Tab & Accordion WordPress Widgets & Plugins,11 May 2017,Nona Blackman,https://code.tutsplus.com/articles/12-best-tab-accordion-wordpress-widgets-plugins--cms-28677,Code,,Accordions and tabs are great ways to communicate text-heavy information in an elegant and condensed fashion while saving valuable space on your WordPress...,"1810209,1982987,2674697,3212734,7117371,7341927,7739083,8218941,9598846,9846605,10333046,12689977,16825384,17965885,18795917,19539767"
How to Prepare Your Resume for Work in Photography and Video Production,12 May 2017,Marie Gardiner,https://photography.tutsplus.com/articles/how-to-prepare-your-resume-for-photo-video--cms-28692,Photo & Video,,"Creating a photography or video resume can be daunting. It’s hard to know what to include, what to leave out, or how to lay it all out to best effect. Some...","155832,971580,1820628,10034652"
How to Use the jQuery Function to Select Elements,10 May 2017,Jeremy McPeak,https://code.tutsplus.com/tutorials/how-to-use-the-jquery-function-to-select-elements--cms-28781,Code,,"The jQuery function $() is the gateway to the whole jQuery library. In this lesson, I'll show you how to use the jQuery function to select elements.",
How to Evaluate Your Passive Income Ideas For Opportunities,10 May 2017,Harry Guinness,https://business.tutsplus.com/tutorials/evaluate-passive-income-ideas--cms-28797,Business,,"In this tutorial, we help you figure out if you've got a good passive income idea to act on. Passive income is a good opportunity if you approach it right. ",
